43.00
26.00
21.67
16.75
16.00
13.67
13.57
12.38
12.44
11.40
11.55
10.75
10.92
10.29
10.47
10.06
10.24
9.78
9.95
9.55
9.71
9.36
9.52
9.29
9.44
9.15
9.30
9.04
9.17
8.93
9.06
8.91
9.03
8.82
8.94
8.75
8.86
8.68
8.79
8.68
8.78
8.62
8.72
8.57
8.67
8.52
8.62
8.52
8.61
8.48
8.57
8.44
8.53
8.41
8.49
8.41
8.49
8.38
8.46
8.35
8.43
8.32
8.40
8.33
10.56
